378,west of loathing,pc,asymmetric publications,rpg,4,0,0,1,0,0,0,0,1,0,0,1
398,yu gi oh! duel links,ios and,konami,board+card,4,0,0,1,0,0,0,0,0,1,0,0
399,zero escape the nonary games,pc ps4 vita,spike chunsoft,adventure remake,4,0,0,1,0,0,0,0,0,1,0,1
400,you must have at least one comment on your ballot or it may not be counted,PC,Other,Action,4,1,0,0,0,0,0,0,0,0,0,0
423,x com 2 war of the chosen,PC,Other,Action,4,1,0,0,0,0,0,0,0,0,0,0
441,crash bandicoot n.sane trilogy,PC,Other,Action,4,0,0,0,0,0,0,1,0,1,2,0
445,friday the 13th,PC,Other,Action,4,0,0,0,1,0,1,0,0,0,0,0
464,forza 7,PC,Other,Action,4,0,0,0,0,1,1,0,0,0,0,0
477,the legend of zelda breath of the wild best game ever,PC,Other,Action,4,1,0,0,0,0,0,0,0,0,0,0
487,dragon quest heroes ii,PC,Other,Action,4,1,0,0,0,0,0,0,0,0,0,1
496,wolfenstein 2,PC,Other,Action,4,0,1,0,0,0,0,1,0,0,0,0
498,knack 2,PC,Other,Action,4,0,0,0,0,1,0,0,1,0,1,1
504,ghost recon wildlands,PC,Other,Action,4,0,0,0,0,0,1,1,0,0,1,0
516,loz  breath of the wild,PC,Other,Action,4,1,0,0,0,0,0,0,0,0,0,0
523,playeruknowns battlegrounds,PC,Other,Action,4,1,0,0,0,0,0,0,0,0,0,0
547,ffxiv stormblood,PC,Other,Action,4,1,0,0,0,0,0,0,0,0,0,0
556,kingdom hearts hd 2.8 final chapter prologue,PC,Other,Action,4,0,0,0,0,1,1,0,0,0,0,0
567,player unknown’s battlegrounds (pubg),PC,Other,Action,4,1,0,0,0,0,0,0,0,0,0,0
580,ho,PC,Other,Action,4,0,0,0,0,1,0,0,0,1,1,0
596,resdent evil 7  biohazard,PC,Other,Action,4,1,0,0,0,0,0,0,0,0,0,0
604,crash bandicoot nsane trilogy,PC,Other,Action,4,0,0,0,0,1,1,0,0,0,0,0
610,divinity os2,PC,Other,Action,4,1,0,0,0,0,0,0,0,0,0,0
643,crazy taxi gazillionaire,PC,Other,Action,4,0,0,0,1,0,1,0,0,0,0,0
644,mario & rabbids kingdom battle,PC,Other,Action,4,0,0,0,1,0,1,0,0,0,0,0
673,tom clancy’s ghost recon wildlands,PC,Other,Action,4,0,1,0,0,0,0,0,0,0,1,0
706,eiyuu densetsu sen no kiseki iii,PC,Other,Action,4,1,0,0,0,0,0,0,0,0,0,0
714,"the legend of zelda breath of the wild open world perfection, i took 14 days of work to enjoy this game, was worth every penny",PC,Other,Action,4,1,0,0,0,0,0,0,0,0,0,0
736,rainbow six siege year 2,PC,Other,Action,4,1,0,0,0,0,0,0,0,0,0,0
747,bayonetta,PC,Other,Action,4,1,0,0,0,0,0,0,0,0,0,0
1,1 2 switch,nsw,nintendo,party,3,0,0,0,0,0,0,0,2,1,0,0
64,digimon world next order,ps4 vita,bandai namco,rpg,3,0,0,0,0,1,0,0,0,1,0,0
87,enter the gungeon,nsw,devolver digital,action remake,3,0,0,0,0,1,0,0,1,0,0,1
94,faeria,pc,abrakam sa,board+card,3,0,0,1,0,0,0,0,0,0,0,0
97,fast rmx,nsw,shinem,racing remake,3,0,0,0,0,1,0,0,0,0,1,0
114,forza motorsport 7,pc xbo,microsoft,racing,3,0,0,0,0,0,0,1,1,0,1,1
147,hidden agenda,ps4,sony,board+card,3,0,0,0,0,1,0,0,0,1,0,0
161,just dance 2018,ps4 ps3 xbo 360 wii wiiu nsw,ubisoft,rhythm,3,0,1,0,0,0,0,0,0,0,0,0
167,knack ii,ps4,sony,action,3,0,0,0,1,0,0,0,0,0,1,1
185,marvel vs. capcom infinite,pc ps4 xbo,capcom,fighting,3,0,0,0,1,0,0,0,1,0,0,0
201,mlb the show 17,ps4,sony,sports,3,0,0,0,1,0,0,1,0,0,0,0
204,monster hunter xx,nsw,capcom,rpg remake,3,0,0,1,0,0,0,0,0,0,0,0
211,nba 2k18,pc ps4 ps3 xbo 360 nsw,take two,sports,3,0,1,0,0,0,0,0,0,0,0,0
233,perception,pc ps4 xbo nsw and,the deep end games,horror,3,0,0,1,0,0,0,0,0,0,0,0
250,raiden v directors cut,pc ps4,ufo interactive games,shooter,3,0,1,0,0,0,0,0,0,0,0,0
260,rick and morty virtual rick ality,pc,adult swim games,vr simulation,3,0,0,1,0,0,0,0,0,0,0,0
264,rock of ages 2 bigger and boulder,ps4,atlus,action,3,0,0,1,0,0,0,0,0,0,0,0
280,slime rancher,pc xbo,monomi park,simulation,3,0,0,0,1,0,0,0,0,0,1,1
302,star wars battlefront ii,pc ps4 xbo,ea,shooter,3,0,0,0,0,1,0,0,0,0,1,0
327,superhot vr,ps4,superhot team,vr puzzle remake,3,0,0,0,0,1,0,0,0,0,1,0
329,taiko no tatsujin session de dodon ga don!,ps4,bandai namco,rhythm,3,0,0,1,0,0,0,0,0,0,0,0
363,tumbleseed,pc ps4 nsw,aeiowu,action,3,0,0,0,1,0,0,0,0,0,1,0
372,vaporum,pc,fatbot games,rpg,3,0,0,0,0,1,0,0,0,0,1,0
375,warframe plains of eidolon,pc ps4 xbo,digital extreme,action,3,0,0,0,0,1,0,0,0,1,0,0
396,ys seven,pc,nihon falcom,rpg remake,3,0,0,0,1,0,0,1,0,0,0,0
401,must be created using the ordered list option,PC,Other,Action,3,0,1,0,0,0,0,0,0,0,0,0
402,olded,PC,Other,Action,3,0,0,1,0,0,0,0,0,0,0,0
424,playerunknown´s battlegrounds,PC,Other,Action,3,0,1,0,0,0,0,0,0,0,0,0
436,yakuza zero,PC,Other,Action,3,0,0,1,0,0,0,0,0,0,0,0
